7z.csv,100,4321.4,4338.8,4320.8,4224.0,4317.0,1.8056268692016602,17.25008463859558,20.217609882354736,20.9015953540802,14946.309917211533,HRAS_AE
7z.csv,500,4276.6,4302.4,4382.8,4275.6,4297.6,1.8056268692016602,17.25008463859558,20.217609882354736,20.9015953540802,14946.309917211533,HRAS_AE
7z.csv,1000,4280.4,4307.4,4215.8,4304.8,4291.0,1.8056268692016602,17.25008463859558,20.217609882354736,20.9015953540802,14946.309917211533,HRAS_A
Apache.csv,100,30.7448,30.7448,30.7448,30.8186,30.7448,1.1002593040466309,11.166997194290161,18.875277042388916,15.547184467315674,1889.1467821598053,Baseline
Apache.csv,500,30.7448,30.7448,30.7448,30.7448,30.7448,1.1002593040466309,11.166997194290161,18.875277042388916,15.547184467315674,1889.1467821598053,Baseline
Apache.csv,1000,30.7448,30.7448,30.7448,30.7448,30.7448,1.1002593040466309,11.166997194290161,18.875277042388916,15.547184467315674,1889.1467821598053,Baseline
LLVM.csv,100,55522.0,57031.2,58653.4,55522.0,56938.6,2.0181593894958496,6.081829309463501,8.58236837387085,9.551378011703491,12035.330723762512,Baseline
LLVM.csv,500,53862.8,56714.8,55226.8,55001.2,53839.4,2.0181593894958496,6.081829309463501,8.58236837387085,9.551378011703491,12035.330723762512,HRAS_AG
LLVM.csv,1000,54233.0,55568.4,53887.2,52285.4,53727.6,2.0181593894958496,6.081829309463501,8.58236837387085,9.551378011703491,12035.330723762512,HRAS_AE
PostgresSQL.csv,100,45939.8,45922.8,45980.8,45922.8,45922.8,1.28226900100708,11.336042642593384,14.735229253768921,13.607646465301514,6624.921024084091,HRAS_Standard
PostgresSQL.csv,500,45922.8,45922.8,45922.8,45922.8,45922.8,1.28226900100708,11.336042642593384,14.735229253768921,13.607646465301514,6624.921024084091,Baseline
PostgresSQL.csv,1000,45922.8,45922.8,45922.8,45922.8,45922.8,1.28226900100708,11.336042642593384,14.735229253768921,13.607646465301514,6624.921024084091,Baseline
x264.csv,100,22.312,21.97,21.942,21.942,21.586,1.4471402168273926,1.316786766052246,3.198558807373047,3.424924373626709,14134.765523195267,HRAS_AG
x264.csv,500,21.636,21.556,21.556,21.586,21.556,1.4471402168273926,1.316786766052246,3.198558807373047,3.424924373626709,14134.765523195267,HRAS_Standard
x264.csv,1000,21.636,21.65,21.636,21.556,21.556,1.4471402168273926,1.316786766052246,3.198558807373047,3.424924373626709,14134.765523195267,HRAS_AE
